cluster_id,cluster_size,canonical_name,member_ids,member_names
31606,193,"Parker, Ian","619340, 624300, 630238, 635008, 635029, 618140, 68, 550, 612, 781, 899, 57016, 75702, 75730, 75734, 75735, 75738, 75739, 75740, 75755, 75757, 75758, 75760, 75764, 75765, 75766, 75767, 75768, 75769, 75770, 75771, 80036, 81458, 81459, 81478, 85780, 85781, 85783, 85784, 85800, 85913, 85916, 85917, 85918, 85919, 85920, 85934, 85954, 86132, 86563, 86573, 86574, 86575, 92661, 92938, 97589, 109602, 139722, 139809, 139810, 139811, 139814, 139815, 139816, 139817, 139821, 139824, 139826, 139827, 139829, 276163, 281593, 287363, 306367, 566969, 567021, 611686, 614061, 614085, 615459, 615472, 617134, 617216, 617305, 617637, 617923, 618001, 618031, 618242, 618532, 618686, 618877, 618903, 619161, 619162, 619174, 619254, 619274, 619337, 619364, 619494, 619615, 619897, 619937, 620111, 620224, 620342, 620428, 620901, 620949, 621134, 621245, 621349, 621400, 621407, 621919, 622555, 622733, 622829, 622982, 623700, 624046, 624418, 624668, 624669, 624979, 625708, 625868, 625913, 626241, 626508, 626655, 626658, 627275, 627278, 627843, 627920, 628164, 629038, 629041, 629122, 629448, 629654, 630255, 630256, 630257, 630258, 630259, 630947, 631107, 631128, 631129, 631262, 632023, 633159, 633473, 633758, 634730, 635079, 635952, 636725, 638664, 639511, 639513, 642143, 642246, 642806, 642808, 643465, 643513, 643514, 643515, 643517, 617120, 618952, 619247, 619461, 619761, 620067, 620693, 620694, 620695, 620697, 620699, 620702, 622796, 623627, 623629, 623630, 623631, 623755, 629470, 632382","park, d, park, j, park, al, park, m, park, j, parke, j, parker, c, parker, a, parker, c, parker, a, parker, a, parker, joan, parker, joan, parker, ian, parker, ian, parker, ian, parker, ian, parker, ian, parker, ian, parker, ian, parker, ian, parker, ian, parker, ian, parker, ian, parker, ian, parker, ian, parker, ian, parker, ian, parker, ian, parker, ian, parker, ian, parker, joan, parker, andrew, parker, andrew, parker, andrew, parker, c, parker, cathy, parker, cathy, parker, cathy, parker, cathy, parker, cathy, parker, cathy, parker, cathy, parker, cathy, parker, cathy, parker, cathy, parker, cathy, parker, joan, parker, andrew, parker, ian, parker, ian, parker, ian, parker, ian, parker, lucy, parker, lucy, parker, ian, parker, andrew, parker, ian, parker, ian, parker, ian, parker, ian, parker, ian, parker, ian, parker, ian, parker, ian, parker, ian, parker, ian, parker, ian, parker, ian, parker, ian, parker, joan, parker, joan, parker, joan, parker, joan, parker, andrew, parker, a, parker, cr, parker, cathy, parker, c, parker, al, parker, c, parker, c, parker, c, parker, a, parker, b, parker, c, parker, nk, parker, c, parker, a, parker, a, parker, a, parker, c, parker, c, parker, a, parker, a, parker, a, parker, andrew, parker, a, parker, a, parker, andrew, parker, h, parker, a, parker, a, parker, a, parker, catherine, parker, andrew, parker, b, parker, c, parker, b, parker, a, parker, a, parker, c, parker, andrew, parker, b, parker, a, parker, cathy, parker, catherine, parker, catherine, parker, andrew, parker, c, parker, andrew, parker, gjm, parker, cathy, parker, a, parker, andrew, parker, catherine, parker, c, parker, c, parker, andrew, parker, cathy, parker, cathy, parker, a, parker, c, parker, c, parker, catherine, parker, andrew, parker, andrew, parker, catherine, parker, a, parker, andrew, parker, andrew, parker, aj, parker, andrew, parker, cathy, parker, catherine, parker, cathy, parker, cathy, parker, cathy, parker, andrew, parker, catherine, parker, cathy, parker, cathy, parker, cathy, parker, lj, parker, ian, parker, andrew, parker, cathy, parker, gjm, parker, a, parker, catherine, parker, h, parker, andrew, parker, catherine, parker, catherine, parker, catherine, parker, catherine, parker, catherine, parker, catherine, parker, andrew, parker, catherine, parker, catherine, parker, catherine, parker, catherine, parker cathy, parker cathy, parkes, mj, parkes, m, parkes, m, parkes, l, parkes, mj, parkes, mj, parkes, mj, parkes, mj, parkes, mj, parkes, mj, parkes, mj, parkes, mj, parkes, mj, parkes, mj, parkes, mj, parkes, m, parkes, mj, parkes, m"
31607,18,"Parker, S","621426, 626983, 627677, 627947, 629238, 632310, 635029, 70875, 71513, 566266, 621528, 623027, 624018, 629154, 635000, 638571, 637261, 621846","park, sh, park, sh, park, y, park, sh, park, sh, park, sh, park, s, parker, s, parker, s, parker, rj, parker, s, parker, s, parker, r, parker, s, parker, s, parker, sm, parkes, r, parks, r"
31610,2,"Park, Sang Hee","626133, 627653","park, sang hee, park, sang hee"
31612,2,"Park, Sang Won","626536, 627249","park, sang won, park, sang won"
31615,4,"Park, Minjee","630248, 636750, 639927, 640126","park, minjee, park, minjee, park, minjee, park, minjee"
31621,6,"Parker, Craig J","3919, 3926, 3927, 3928, 4584, 13305","parker, craig j, parker, craig j, parker, craig j, parker, craig j, parker, craig j, parker, craig j"
31623,2,"Parker, Laurence","97591, 140229","parker, laurence, parker, laurence"
31624,2,"Parker, Sophie","623029, 634979","parker, sophie, parker, sophie"
31625,3,"Parker, Zachary J","623202, 623208, 623209","parker, zachary j, parker, zachary, parker, zachary j"
31636,2,"Parker Strak, Rachel","625693, 632282","parker strak, r, parker strak, rachel"
31638,12,"Parkes, Jacqueline","625441, 625442, 625443, 625444, 625445, 626074, 626577, 626644, 627337, 627410, 628218, 629862","parkes, jacqueline, parkes, jacqueline, parkes, jacqueline, parkes, jacqueline, parkes, jacqueline, parkes, jacqueline, parkes, jacqueline, parkes, jacqueline, parkes, jacqueline, parkes, jacqueline, parkes, jacqueline, parkes, jacqueline"
31643,5,"Parkhill, J","618784, 618786, 621047, 621048, 625565","parkhill, j, parkhill, j, parkhill, j, parkhill, j, parkhill, j"
31644,4,"Parkhouse, Tom","631993, 633424, 633901, 634016","parkhouse, tom, parkhouse, t, parkhouse, thomas, parkhouse, tom"
31645,9,"Parkin, Adam","567021, 618242, 627843, 629654, 630947, 633473, 633495, 638664, 643465","parkin, a, parkin, a, parkin, adam, parkin, adam, parkin, adam, parkin, adam, parkin, adam, parkin, adam, parkin, adam"
31647,32,"Parkinson, C","188, 24673, 97000, 97022, 578680, 601128, 617604, 617605, 617607, 617649, 618102, 618182, 618539, 618690, 619132, 619185, 619464, 621317, 621318, 621326, 621436, 622356, 622946, 624191, 624301, 624302, 624324, 624742, 635159, 635160, 635161, 636060","parkinson, c, parkinson, clive, parkinson, clive, parkinson, clive, parkinson, c, parkinson, c, parkinson, c, parkinson, c, parkinson, c, parkinson, c, parkinson, c, parkinson, c, parkinson, clive, parkinson, c, parkinson, c, parkinson, c, parkinson, clive, parkinson, clive, parkinson, clive, parkinson, kate, parkinson, clive, parkinson, clive, parkinson, clive, parkinson, caroline, parkinson, ba, parkinson, ba, parkinson, ba, parkinson, caroline, parkinson, caroline, parkinson, caroline, parkinson, caroline, parkinson, caroline"
31648,2,"Parkinson, Howard","1561, 7665","parkinson, howard, parkinson, howard"
31652,2,"Parmar, Priti","632969, 638121","parmar, priti, parmar, priti"
31653,6,"Parmenter, Lynne","287364, 307063, 307064, 307065, 311539, 311563","parmenter, lynne, parmenter, lynne, parmenter, lynne, parmenter, lynne, parmenter, lynne, parmenter, lynne"
31654,2,"Parmenter, Robert","629637, 636094","parmenter, robert, parmenter, robert"
31656,3,"Parmenter, R","630085, 631958, 632644","parmenter, r, parmenter, r, parmenter, r"
31661,96,"Parnell, D","617344, 617345, 617346, 619163, 619764, 620273, 620274, 620275, 620276, 620277, 620278, 620279, 620280, 620281, 620282, 620283, 620285, 620286, 620294, 620328, 620329, 620330, 620331, 620332, 620334, 620335, 620509, 620510, 620571, 620588, 620589, 620590, 620591, 620592, 620594, 620595, 620596, 620597, 620598, 620599, 620600, 620601, 620603, 620604, 620605, 620606, 620607, 620608, 620609, 620610, 620611, 620612, 620641, 620643, 620644, 620645, 620646, 620647, 620648, 620649, 620650, 620652, 620653, 620654, 620655, 620656, 620657, 620658, 620659, 620660, 620661, 620662, 620663, 620664, 620665, 620666, 620667, 620668, 620669, 620670, 620671, 620675, 620680, 620681, 622607, 624127, 624972, 625496, 625621, 626052, 626893, 628786, 629232, 631716, 640185, 642289","parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, ds, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, d, parnell, daniel, parnell, daniel, parnell, daniel, parnell, daniel, parnell, daniel, parnell, daniel, parnell, daniel, parnell, daniel, parnell, daniel, parnell, daniel, parnell, d, parnell, daniel"
31666,44,"Parr, Jvv","618707, 619253, 619360, 621350, 621799, 622837, 623094, 626257, 626909, 626989, 627097, 628288, 628342, 628913, 630465, 631201, 631891, 631893, 632082, 632221, 632832, 633624, 634268, 634598, 636220, 636258, 638685, 640085, 617293, 619348, 619474, 622836, 624578, 624810, 624811, 624827, 624830, 625919, 626080, 626169, 626622, 627261, 629217, 631415","parr, jvv, parr, jvvv, parr, jvv, parr, cl, parr, johnny, parr, jvv, parr, johnny, parr, johnny vv, parr, johnny vv, parr, jvv, parr, johnny, parr, jv, parr, j, parr, johnny vv, parr, jvv, parr, johnny vv, parr, johnny vv, parr, johnny vv, parr, johnny vv, parr, jvv, parr, jvv, parr, johnny v v, parr, jvv, parr, johnny v v, parr, johnny v v, parr, johnny v v, parr, j, parr, johnny v v, parry, l, parry, l, parry, g, parry, c, parry, a, parry, jv, parry, jv, parry, j, parry, jv, parry, c, parry, les, parry, ej, parry, luke, parry, luke, parry, luke, parry, luke"
31667,4,"Parr, Elizabeth","625299, 634842, 643072, 622439","parr, elizabeth, parr, elizabeth, parr, elizabeth, parr elisabeth"
31668,3,"Parr, James","626080, 626094, 629847","parr, james, parr, james, parr, james"
31669,2,"Parr, Evelyn B","636829, 639209","parr, evelyn b, parr, evelyn b"
31672,5,"Parren, Marc","630248, 636750, 639927, 640126, 642681","parren, marc, parren, marc, parren, marc, parren, marc, parren, m"
31674,2,"Parrish, R","622501, 626546","parris, r, parrish, r"
31676,40,"Parry, Sarah","689, 847, 617191, 617408, 617979, 618955, 619561, 620409, 624380, 624545, 624687, 625959, 626191, 626369, 626456, 626710, 626868, 627374, 627589, 627735, 627774, 627787, 627948, 628170, 628343, 628428, 628630, 628845, 628946, 629034, 630079, 630178, 630313, 631792, 632174, 632661, 634832, 636038, 636314, 642012","parry, sl, parry, sl, parry, sl, parry, sl, parry, sl, parry, sarah, parry, sarah, parry, sl, parry, sarah, parry, sarah, parry, sarah, parry, sarah, parry, sarah, parry, sarah, parry, sarah, parry, sarah, parry, sarah, parry, sarah, parry, sarah l, parry, sarah, parry, sarah, parry, sarah, parry, sarah, parry, sarah, parry, sarah, parry, sarah, parry, sarah, parry, s, parry, sarah, parry, sarah, parry, sarah, parry, sarah, parry, sarah, parry, sarah, parry, sarah, parry, sarah, parry, sarah, parry, sarah, parry, sarah, parry, sarah"
31678,2,"Parry, Keith D","627038, 629232","parry, keith, parry, keith d"
31681,4,"Parry Jones, Ar","601300, 618401, 622485, 629667","parry jones, ar, parry jones, ar, parry jones, ar, parry jones, ar"
31682,3,"Parsaeian, M","623280, 623281, 623283","parsaeian, m, parsaeian, m, parsaeian, m"
31683,3,"Parsons, Aj","623842, 624578, 635570","parsons, c, parsons, m, parsons, aj"
31684,2,"Parsons, Sara","629448, 639808","parsons, s, parsons, sara"
31689,4,"Parte, Sneha","627431, 628231, 628722, 630320","parte, sneha, parte, sneha, parte, sneha, parte, sneha"
31691,2,"Partey, St","617380, 619040","partey, st, partey, st"
31692,4,"Parthasarathy, Narayanaswamy","630248, 636750, 639927, 640126","parthasarathy, narayanaswamy, parthasarathy, narayanaswamy, parthasarathy, narayanaswamy, parthasarathy, narayanaswamy"
31694,10,"Partington, Zoe","869, 608224, 617966, 619017, 623178, 635798, 638115, 638202, 638339, 641135","partington, s, partington, s, partington, sn, partington, s, partington, s, partington, zoe, partington, sn, partington, zoe, partington, zoe, partington, zoe"
31700,2,"Partridge, Hc","611209, 615477","partridge, hc, partridge, hc"
31703,4,"Paruzel Czachura, Mariola","630755, 635119, 635627, 642126","paruzel czachura, mariola, paruzel czachura, m, paruzel czachura, mariola, paruzel czachura, mariola"
31706,2,"Parvin, Joy","637821, 637822","parvin, joy, parvin, joy"
31709,2,"Parzuchowski, Michal","630361, 630755","parzuchowski, michal, parzuchowski, michal"
31716,2,"Pascoal, Patrícia M","627509, 628202","pascoal, patrícia m, pascoal, patricia m"
31719,2,"Pascual, Unai","631859, 639837","pascual, unai, pascual, unai"
31720,2,"Pascual García, A","639314, 629437","pascual garcía, a, pascual garria, a"
31722,2,"Pashaki, Saeed Ghanbari Azad","632642, 633684","pashaki, saeed ghanbari azad, pashaki, saeed ghanbari azad"
31723,33,"Pashby, Karen","619000, 619001, 619003, 619004, 619042, 619744, 619745, 619751, 619752, 619759, 619763, 619979, 620517, 621571, 623710, 624032, 624879, 624998, 625524, 626347, 626542, 626772, 627051, 627475, 628082, 629173, 630378, 632459, 633562, 633563, 634260, 640297, 640334","pashby, k, pashby, k, pashby, k, pashby, kl, pashby, k, pashby, k, pashby, k, pashby, k, pashby, k, pashby, kl, pashby, kl, pashby, k, pashby, kl, pashby, karen, pashby, karen, pashby, karen, pashby, karen, pashby, karen, pashby, karen, pashby, karen, pashby, karen, pashby, karen, pashby, karen, pashby, k, pashby, karen, pashby, karen, pashby, karen, pashby, karen, pashby, karen, pashby, karen, pashby, karen, pashby, karen, pashby, karen"
31727,2,"Paskins, Zoe","627877, 634192","paskins, zoe, paskins, zoe"
31729,15,"Paspatis, Alexandros","634451, 634452, 635356, 635357, 635593, 641525, 641526, 641529, 641530, 641531, 641532, 641533, 641560, 641566, 641890","paspatis, a, paspatis, alexandros, paspatis, a, paspatis, a, paspatis, alexandros, paspatis, a, paspatis, alexandros, paspatis, alexandros, paspatis, alexandros, paspatis, alexandros, paspatis, alexandros, paspatis, alexandros, paspatis, alexandros, paspatis, alexandros, paspatis, alexandros"
31730,2,"Pasquale, L","606250, 619463","pasquale, l, pasquale, l"
31733,2,"Pasquinelli, Cecilia","642503, 643057","pasquinelli, cecilia, pasquinelli, cecilia"
31734,2,"Passigli, Samuele","631931, 639562","passigli, samuele, passigli, samuele"
31746,10,"Pastorello, Ylenia","631384, 633194, 634081, 634294, 634296, 634297, 634299, 634882, 636797, 640899","pastorello, ylenia, pastorello, ylenia, pastorello, ylenia, pastorello, ylenia, pastorello, ylenia, pastorello, ylenia, pastorello, ylenia, pastorello, ylenia, pastorello, ylenia, pastorello, ylenia"
31747,2,"Pastorino, Gq","619487, 623421","pastorino, gq, pastorino, gq"
31754,4,"Patala, Samuli","631342, 631588, 631589, 642972","patala, samuli, patala, samuli, patala, samuli, patala, samuli"
31757,3,"Patchwood, Emma","635954, 636000, 638934","patchwood, emma, patchwood, emma, patchwood, emma"
31762,2,"Patel, Ramesh L","13258, 582935","patel, ramesh l, patel, rajesh"
31763,24,"Patel, S","71513, 578675, 600403, 608790, 617036, 618411, 618411, 618759, 619468, 620082, 620083, 621262, 621376, 621376, 623567, 625902, 627738, 629968, 631379, 631821, 632532, 633860, 634728, 642534","patel, m, patel, hp, patel, ajay, patel, d, patel, k, patel, a, patel, s, patel, e h, patel, s, patel, s, patel, s, patel, s, patel, a, patel, s, patel, s, patel, h, patel, jm, patel, ajay, patel, a, patel, ekta h, patel, ajay, patel, p, patel, kajal, patel, v"
31765,2,"Patel, Sumaiya","623568, 627151","patel, sumaiya, patel, sumaiya"
31767,2,"Patel, Krishane","624953, 642126","patel, krishane, patel, ishani"
31768,3,"Patel, Anjli M","625426, 626603, 627028","patel, anjli m, patel, anjli m, patel, anjli m"
31770,2,"Patel, Hetal","627694, 630501","patel, hetal, patel, hetal"
31784,4,"Paterson, Eric","619580, 620289, 622529, 624036","paterson, ah, paterson, e, paterson, eric, paterson, eric"
31786,2,"Paterson, Suzi","625396, 628290","paterson, suzi, paterson, s"
31788,2,"Paterson, Matthew","637601, 639358","paterson, matthew, paterson, matthew"
31789,2,"Pathan, Al Sakib Khan","631063, 632921","pathan, al sakib khan, pathan, al sakib khan"
31797,2,"Patient, Martin","41736, 41738","patient, martin, patient, martin"
31799,11,"Patil, Swarali","632070, 632071, 632072, 632073, 632074, 632075, 633383, 633384, 633385, 634152, 642755","patil, swarali, patil, swarali, patil, swarali, patil, swarali, patil, swarali, patil, swarali, patil, swarali, patil, swarali, patil, swarali, patil, swarali, patil, swarali"
31800,2,"Patil, Sharvani","642497, 643055","patil, sharvani, patil, sharvani"
31803,5,"Patinglag, Laila","621499, 622638, 625935, 627963, 642417","patinglag, laila, patinglag, laila, patinglag, laila, patinglag, laila, patinglag, laila"
31807,2,"Patnaik, Swetketu","621911, 625546","patnaik, swetketu, patnaik, swetketu"
31809,7,"Patra, Abhijeet","628247, 628248, 629086, 629406, 631803, 633166, 642727","patra, a, patra, abhijeet, patra, abhijeet, patra, abhijeet, patra, abhijeet, patra, abhijeet, patra, abhijeet"
31811,4,"Patrão, Bruno","633869, 633871, 633872, 633873","patrão, bruno, patrão, bruno, patrão, bruno, patrão, bruno"
31814,2,"Patrick, Helen","632522, 635323","patrick, helen, patrick, helen"
31817,2,"Patsios, D","618126, 618127","patsios, d, patsios, d"
31818,4,"Pattanaik, Priyabrata","628756, 635115, 637773, 642416","pattanaik, priyabrata, pattanaik, priyabrata, pattanaik, priyabrata, pattanaik, priyabrata"
31819,3,"Pattanaik, P","633787, 636273, 629353","pattanaik, p, pattanaik, p, pattnaik, d"
31824,2,"Patterson, Rebecca","281574, 621768","patterson, rebecca, patterson, rebecca"
31825,7,"Patterson, Dg","607461, 617388, 617392, 617393, 617739, 619567, 635111","patterson, ea, patterson, dg, patterson, dg, patterson, dg, patterson, j, patterson, ea, patterson, n"
31826,2,"Patterson, R","613221, 617077","patterson, r, patterson, s"
31830,2,"Patterson, Maurice","624752, 630333","patterson, maurice, patterson, maurice"
31833,3,"Patterson, Laura","632969, 635360, 638121","patterson, laura, patterson, laura, patterson, laura"
31834,2,"Patterson Kane, Emily G","75818, 311540","patterson kane, emily g, patterson kane, emily g"
31840,2,"Pattison, Natalie","630855, 632541","pattison, natalie, pattison, natalie"
31842,3,"Patton, H","576820, 616977, 626231","patton, h, patton, h, patton, h"
31846,3,"Patwardhan, Vivek","642497, 643055, 643579","patwardhan, vivek, patwardhan, vivek, patwardhan, vivek"
31848,49,"Paucar Caceres, Alberto","69373, 70880, 82974, 83834, 83943, 83975, 84169, 84173, 84179, 84180, 84193, 84194, 87515, 615483, 617983, 618387, 621920, 621921, 622625, 622938, 622998, 623980, 623981, 624535, 625116, 626246, 627035, 627465, 627466, 627771, 628065, 628298, 628353, 628488, 629044, 629723, 630281, 631037, 631046, 633607, 634270, 635187, 636694, 637466, 637843, 641573, 642168, 643614, 641175","paucar caceres, alberto, paucar caceres, alberto, paucar caceres, alberto, paucar caceres, alberto, paucar caceres, alberto, paucar caceres, alberto, paucar caceres, alberto, paucar caceres, alberto, paucar caceres, alberto, paucar caceres, alberto, paucar caceres, alberto, paucar caceres, alberto, paucar caceres, alberto, paucar caceres, al, paucar caceres, al, paucar caceres, alberto, paucar caceres, alberto, paucar caceres, a, paucar caceres, a, paucar caceres, al, paucar caceres, alberto, paucar caceres, a, paucar caceres, al, paucar caceres, alberto, paucar caceres, alberto, paucar caceres, alberto, paucar caceres, alberto, paucar caceres, alberto, paucar caceres, alberto, paucar caceres, alberto, paucar caceres, alberto, paucar caceres, alberto, paucar caceres, alberto, paucar caceres, a, paucar caceres, alberto, paucar caceres, alberto, paucar caceres, alberto, paucar caceres, alberto, paucar caceres, alberto, paucar caceres, alberto, paucar caceres, a, paucar caceres, alberto, paucar caceres, alberto, paucar caceres, alberto, paucar caceres, alberto, paucar caceres, alberto, paucar caceres, alberto, paucar caceres, alberto, paucar cáceres, alberto"
